"intNewspaperID","strPlace","strNewspaper","strInterval","intStartingVolume","intStartingNumber","intStartingDay","intStartingMonth","intStartingYear","intEndingVolume","intEndingNumber","intEndingDay","intEndingMonth","intEndingYear","strContinuesFrom","strContinuedBy","strMergedWith","strToForm","strAbsorbedBy","intHarper","strNoteEN","strNoteFR","ysnContinued","ysnFrench","ysnDatesQuestionable"
"328","Sackville","Chignecto Post","weekly","1","1","12","5","1870","10","17","28","8","1879","-","-","-","-","-","173","Merged with ""Borderer"" to form:  ""Chignecto Post and Borderer""","A fusionné avec le ""Borderer"" pour former le ""Chignecto Post and Borderer"".","False","False","False"
"329","SackVille","Chignecto Post and Borderer","weekly","10","18","4","9","1897","27","2","23","7","1896","-","336","-","-","-","173","Formed by merger of :  ""Borderer and Chignecto Post""","Formé par la fusion du ""Borderer"" et du ""Chignecto Post"".","False","False","True"
"330","Sackville","Cumberland Leader","unknown","0","0","0","0","1888","0","0","0","0","0","-","-","-","-","-","174","-","-","False","False","True"
"331","Sackville","Eurhetorian Argosy","monthly","1","1","0","1","1875","0","0","0","0","0","-","325","-","-","-","170","-","-","False","False","False"
"332","Sackville","Maritime Merchant","semi-weekly","0","0","0","0","1893","0","0","0","0","1969","332","332","-","-","-","178","-","-","False","False","True"
"333","Sackville","Sackville Post","2/weekly","36","0","0","0","1905","75","0","31","5","1946","336","-","334","335","-","0","-","-","False","False","False"
"334","Sackville","The Sackville Tribune","varies","1","1","13","2","1902","44","0","30","5","1946","-","-","333","335","-","187","-","-","False","False","False"
"335","Sackville","Sackville Tribune-Post","weekly","44","43","3","6","1946","0","0","0","0","0","-","338","-","-","-","188","Formed by merger of:  The ""Sackville Tribune"" and ""Sackville Post""","Formé par la fusion du ""Sackville Tribune"" et du ""Sackville Post"".","True","False","False"
"336","Sackville","The Semi-Weekly Post","2/weekly","0","0","0","0","1897","0","0","0","0","1904","329","333","-","-","277","184","-","-","False","False","False"
"337","Sackville","Transcript","weekly","1","1","0","9","1879","3","35","27","4","1882","-","-","-","-","-","185","-","-","False","False","False"
"338","Sackville","Tribune-Post","weekly","48","1","3","1","1950","76","49","6","12","1978","335","335","-","-","-","188","-","-","False","False","False"
"339","Sackville","United Churchman","weekly","0","0","3","11","1925","0","0","0","6","1974","340","-","-","-","-","189","-","-","False","False","False"
"340","Sackville","Wesleyan","weekly","0","0","0","0","1838","0","0","0","0","1925","-","339","-","-","-","190","Title and Place of publication vary.","Le nom et le lieu de publication varient.","False","False","False"
"341","Saint John","Advance","unknown","1","1","0","0","1946","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"342","Saint John","Albion","weekly","1","1","0","6","1847","0","0","0","0","1849","-","-","-","-","-","205","-","-","False","False","False"
"343","Saint John","Albion","weekly","1","1","0","4","1859","0","0","0","0","1860","-","510","-","-","-","206","-","-","False","False","True"
"344","Saint John","Atlantic Baptist","unknown","1","1","1","1","1965","0","0","0","0","0","456","-","-","-","-","0","-","-","True","False","False"
"345","Saint John","Atlas","unknown","0","0","0","0","1844","0","0","0","0","0","-","-","-","-","-","209","-","-","False","False","False"
"346","Saint John","Aurora","2/weekly","0","0","0","9","1842","0","0","0","0","0","-","-","-","-","-","210","-","-","False","False","False"
"347","Saint John","The Baron / UNBSJ campus news","irregular","1","1","25","9","1987","0","0","0","0","0","586","-","-","-","-","0","-","-","False","False","False"
"348","Saint John","The Bee and Commercial Advertiser","2/weekly","1","1","0","5","1849","0","0","0","0","0","519","-","-","-","-","212","-","-","False","False","False"
"349","Saint John","Bluenose","unknown","1","1","16","5","1843","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"350","Saint John","British Colonist","weekly","1","1","13","7","1827","2","0","0","9","1828","-","352","-","-","-","214","-","-","False","False","False"
"351","Saint John","The British Colonist and Mechanics' and Traders' Advocate","weekly","1","1","5","1","1836","1","52","27","12","1836","352","-","-","-","-","214","-","-","False","False","False"
"352","Saint John","The British Colonist and New Brunswick Commercial Reporter","weekly","2","0","0","9","1828","0","0","0","12","1835","350","351","-","-","-","214","-","-","False","False","False"
"353","Saint John","The British Constitution Devoted to Protestantism, Literature, and Protection to Home Industry","weekly","1","1","17","8","1853","3","53","0","0","1859","-","354","-","-","463","215","Publication suspended briefly in 1856","Publication interrompue brièvement en 1856.","False","False","False"
"354","Saint John","British Constitution and Weekly Globe","weekly","0","0","0","0","1859","0","0","0","0","1860","354","528","-","-","-","215","-","-","False","False","True"
"355","Saint John","British North America","3/weekly","0","0","0","0","1860","0","0","0","0","0","-","-","-","-","-","216","-","-","False","False","False"
"356","Saint John","Cartoon","weekly","1","1","20","8","1878","1","4","10","9","1878","-","-","-","-","-","224","-","-","False","False","False"
"357","Saint John","Catholic Star","weekly","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","225","Only one issue published.","Une seule édition a été publiée.","False","False","False"
"358","Saint John","Centennial","irregular","1","1","0","1","1965","3","8","13","2","1967","-","498","-","-","-","0","-","-","False","False","False"
"359","Saint John","Centennial Souvenir","unknown","1","1","2","10","1883","0","0","0","0","0","-","-","-","-","-","226","Souvenir newspaper printed on a press in a typographers' union float during the parade marking the Centennial of the Loyalist landing is Saint John.","Journal souvenir imprimé sur une presse installée sur le char allégorique du syndicat des typographes pendant le défilé soulignant le centenaire de l'arrivée des Loyalistes à Saint John.","False","False","False"
"360","Saint John","Challenger","monthly","1","1","0","6","1936","0","0","0","0","0","-","472","-","-","-","0","-","-","False","False","False"
"361","Saint John","Champion and Defender of Truth","weekly","1","1","0","9","1849","0","0","0","0","0","-","-","-","-","-","227","-","-","False","False","True"
"362","Saint John","Christian Reporter and Temperance Advocate","weekly","1","1","0","0","1833","2","40","17","11","1841","-","-","-","-","-","230","-","-","False","False","False"
"363","Saint John","Christian Standard","monthly","1","1","7","9","1876","1","0","0","6","1877","-","-","-","-","-","231","-","-","False","False","True"
"364","Saint John","Christian Visitor","weekly","1","1","24","11","1847","2","53","31","12","1884","-","-","-","459","-","232","-","-","False","False","False"
"365","Saint John","Christian Watchman","weekly","1","1","2","1","1861","1","52","26","12","1861","-","-","-","-","-","233","-","-","False","False","False"
"366","Saint John","Christmas Chimes","unknown","1","1","0","0","1882","0","0","0","0","1883","-","-","-","-","-","234","-","-","False","False","False"
"367","Saint John","Church Witness","weekly","1","1","25","9","1850","3","5","0","2","1868","-","-","-","368","-","237","See also ""New Brunswick Churchman"", Fredericton","Voir aussi le ""New Brunswick Churchman"", Fredericton.","False","False","False"
"368","Saint John","Church Witness and Monitor","weekly","1","1","0","2","1868","0","0","0","0","1870","-","-","-","-","-","0","Formed by merger of: ""Church Witness"" and ""Church Monitor and Evangelical Record"".","Formé par la fusion du ""Church Witness"" et du ""Church Monitor and Evangelical Record"".","False","False","False"
"369","Saint John","Citizen","daily","1","1","1","1","1937","0","0","0","12","1937","384","511","-","-","-","238","-","-","False","False","True"
"370","Saint John","The Citizen","weekly","1","1","6","3","1985","0","0","0","0","1988","-","593","-","-","-","0","-","-","False","False","False"
"371","Saint John","City Gazette","weekly","2","28","9","1","1813","0","0","0","0","1841","373","-","-","-","-","240","Issues from April 18, 1814 to Dec 25, 1814(?) included the Royal Gazette with separate volume numbering.","Les éditions du 18 avril 1814 au 25 décembre 1814 (?) comprennent la Gazette royale avec une numérotation distincte des volumes.","False","False","True"
"372","Saint John","City Gazette and Advertiser","unknown","0","0","0","0","1841","0","0","0","0","0","-","-","-","-","-","239","-","-","False","False","True"
"373","Saint John","The City Gazette and General Advertiser","weekly","1","1","6","7","1811","2","27","2","1","1813","580","371","-","-","-","240","-","-","False","False","False"
"374","Saint John","The City Guide or Saint John Advertising Directory","unknown","1","1","0","1","1851","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","True"
"375","Saint John","Colonial Advocate","weekly","1","1","26","5","1845","0","0","0","0","1849","-","-","-","-","-","242","Subtitle   ""The Farmer, Manufacturer, Mechanic and Fisherman's Journal"".","Sous-titre : « The Farmer, Manufacturer, Mechanic and Fisherman's Journal ».","False","False","False"
"376","Saint John","Colonial Empire","irregular","1","1","0","0","1861","0","0","0","0","1863","-","-","-","-","385","243","Frequency varied. Four separate editions seem to have appeared concurrently   weekly ""intended to be a First Class Commercial Paper"" containing ""shipping and market reports from our own and Sister Provinces"" and related items ""on British and foreign ports""; tri weekly devoted ""to City matters and General News"" appeared on Mondays, Wednesdays and Fridays; semi weekly ""made up expressly for country circulation will contain everything that may be of interest or importance to our readers.""\nIt is not clear if the Daily edition filled yet another need or was obtained by a combined subscription to the other three versions.\nMay have begun as offshoot of ""The ""Christian Visitor"""", Saint John (q.v.).","Fréquence variable. Quatre éditions distinctes semblent avoir été publiées simultanément. Hebdomadaire destiné à être un journal commercial de premier ordre (« a First Class Commercial Paper ») publiant des rapports sur l'activité maritime et les marchés dans la province et les provinces voisines (« shipping and market reports from our own and Sister Provinces ») et des reportages connexes (« related items ») sur les ports britanniques et étrangers.","False","False","True"
"377","Saint John","Colonial Monitor","weekly","0","0","0","3","1865","0","0","0","0","1866","-","-","-","-","-","244","-","-","False","False","True"
"378","Saint John","Colonial Presbyterian and Protestant Journal","varies","1","2","0","4","1855","15","0","24","6","1869","648","-","-","-","495","245","-","-","False","False","False"
"379","Saint John","Colonial Watchman and Productive Classes' Advocate","weekly","1","1","0","0","1848","0","0","0","0","1851","-","-","-","-","-","246","-","-","False","False","False"
"380","Saint John","Commercial News and General Advertiser","3/weekly","1","1","16","9","1839","1","83","30","3","1840","-","465","-","-","-","325","-","-","False","False","False"
"381","Saint John","Commercial Times","2/weekly","0","0","0","0","1847","0","0","0","0","1848","-","-","-","-","-","247","-","-","False","False","True"
"382","Saint John","Conservative","unknown","0","0","0","0","1837","0","0","0","0","0","-","-","-","-","-","248","-","-","False","False","False"
"383","Saint John","Cricketer","daily","1","1","1","3","1886","4","0","4","3","1886","-","-","-","-","-","0","Published for the International Exhibition in Saint John","Publié à l'occasion de l'International Exhibition à Saint John.","False","False","False"
"384","Saint John","The Daily Citizen","daily","1","1","0","7","1936","1","144","31","12","1936","457","369","-","-","-","238","-","-","False","False","True"
"385","Saint John","The Daily Evening Globe","daily","0","0","0","0","1859","8","230","25","9","1866","-","518","-","-","376","265","Purchased assets of ""Colonial Empire"" in 1863.  Published a weekly and semi weekly edition called the ""Saint John Weekly Globe and Weekly Globe"".","À fait l'acquisition de l'actif du ""Colonial Empire"" en 1863. Ses éditions hebdomadaire et bihebdomadaire avaient respectivement pour nom ""Saint John Weekly Globe"" et ""Weekly Globe"".","False","False","False"
"386","Saint John","Daily Evening News","daily","43","90","18","4","1881","46","83","8","4","1884","390","-","-","-","-","325","-","-","False","False","False"
"387","Saint John","The Daily Journal","daily","1","1","26","6","1922","15","92","14","7","1923","557","-","394,566","571","-","279","-","-","False","False","False"
"388","Saint John","Daily Mail","daily","0","0","0","8","1934","0","0","0","5","1939","-","-","-","-","-","293","-","-","False","False","False"
"389","Saint John","Daily Morning News","daily","34","4","2","1","1869","36","292","12","12","1871","465","514","-","-","-","325","-","-","False","False","False"
"390","Saint John","Daily News","daily","39","171","20","7","1877","43","89","16","4","1881","514","386","-","-","-","325","-","-","False","False","False"
"391","Saint John","Daily Record","daily","1","1","14","11","1893","6","239","24","8","1899","-","-","-","-","-","347","-","-","False","False","False"
"392","Saint John","The Daily Standard","daily","1","1","8","12","1886","0","0","24","3","1909","560","560","-","-","-","377","-","-","False","False","False"
"393","Saint John","The Daily Sun","daily","1","1","29","7","1878","10","128","1","6","1887","-","546","-","-","-","382","-","-","False","False","False"
"394","Saint John","The Daily Telegraph","daily","5","59","8","9","1873","41","216","12","3","1910","547","-","566","395","-","383","-","-","False","False","False"
"395","Saint John","The Daily Telegraph and The Sun","daily","41","217","14","3","1910","54","10","14","7","1923","394,566","-","387","571","-","383","-","-","False","False","False"
"396","Saint John","Daily Tribune","daily","1","1","21","12","1871","0","0","29","5","1875","-","-","-","-","-","402","See also ""Weekly Tribune""","Voir aussi ""Weekly Tribune"".","False","False","False"
"397","Saint John","Earwig","unknown","0","0","0","0","1875","0","0","0","0","0","-","-","-","-","-","250","-","-","False","False","False"
"398","Saint John","Eastern Echo","unknown","0","0","0","0","1976","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"399","Saint John","Echo: Community News","monthly","0","1","0","4","1977","0","7","0","10","1977","-","400","-","-","-","0","-","-","False","False","False"
"400","Saint John","Echo: The Saint John Community Monthly","monthly","1","1","0","3","1978","1","2","0","4","1978","399","401","-","-","-","0","-","-","False","False","False"
"401","Saint John","Echo: The Saint John Community News","varies","1","3","0","5","1978","2","22","7","12","1979","400","-","-","-","-","0","-","-","False","False","False"
"402","Saint John","Electric Era","unknown","1","1","27","7","1889","1","12","29","7","1889","-","-","-","-","-","252","Published at the Electric Exhibition, Saint John covering news of the event.","Publié sur les lieux de l'Electric Exhibition à Saint John et consacré aux nouvelles de l'événement.","False","False","False"
"403","Saint John","Emigrant","weekly","0","0","0","1","1838","0","0","0","0","0","-","-","-","-","-","253","-","-","False","False","False"
"404","Saint John","Equinox","irregular","1","1","10","10","1967","0","0","0","4","1981","498","588","-","-","-","0","Sub-title: UNBSJ Student Publication.\nSuspended publications 1972 Dec - 1977 Sept","Sous-titre : UNBSJ Student Publication.\nPublication interrompue de décembre 1972 à septembre 1977.","False","False","False"
"405","Saint John","L'Etoile du Nord","weekly","0","0","6","1","1879","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"406","Saint John","Evangelical Expositor","weekly","1","1","0","7","1851","0","0","0","0","0","-","-","-","-","-","254","-","-","False","False","False"
"407","Saint John","The Evening Despatch","daily","1","1","24","3","1863","0","0","0","0","0","-","-","-","-","-","249","-","-","False","False","False"
"408","Saint John","The Evening Gazette","daily","1","1","23","7","1888","6","1806","7","8","1893","533","423","-","-","-","0","-","-","False","False","False"
"409","Saint John","Evening Herald","weekly","0","0","0","10","1858","0","0","0","0","0","-","-","-","-","-","270","-","-","False","False","False"
"410","Saint John","Evening Standard","2/weekly","0","0","0","0","1864","0","0","0","0","0","-","-","-","-","-","376","-","-","False","False","False"
"411","Saint John","The Evening Telegraph","unknown","1","1","0","0","1863","0","0","0","0","1880","-","-","-","-","-","383","Evening edition of ""Daily Telegraph"".","Édition de fin de journée du ""Daily Telegraph"".","False","False","False"
"412","Saint John","The Evening Times","daily","1","112","9","2","1905","5","0","12","3","1910","548","413","-","-","562","0","-","-","False","False","False"
"413","Saint John","Evening Times and Star","weekly","0","0","0","4","1910","0","0","15","1","1923","412","415","-","-","-","396","-","-","False","False","False"
"414","Saint John","Evening Times-Globe","daily","69","0","17","1","1927","0","0","0","0","0","415,518","-","-","-","-","392","Title changed to ""Saint John Times Globe"", Oct. 16, 1995.","Nom changé à ""Saint John Times Globe"" le 16 octobre 1995.","False","False","False"
"415","Saint John","Evening Times Star","daily","0","0","0","9","1923","0","0","15","1","1927","-","-","518","414","-","396","-","-","False","False","False"
"416","Saint John","Evening Tribune","daily","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","402","-","-","False","False","False"
"417","Saint John","Family Free Mail","weekly","1","0","0","0","1936","5","0","0","0","1940","-","-","-","-","-","256","-","-","False","False","False"
"418","Saint John","Farmer","unknown","0","0","0","0","1858","0","0","0","0","0","-","-","-","-","-","257","-","-","False","False","False"
"419","Saint John","Footlight Flashes","unknown","0","0","0","0","1876","0","0","0","0","1877","-","-","-","-","-","0","-","-","False","False","False"
"420","Saint John","Free Press","varies","1","1","23","10","1936","0","0","0","0","0","-","-","-","-","-","258","-","-","False","False","False"
"421","Saint John","The Freeman","weekly","1","1","6","1","1900","3","52","27","12","1902","-","485","-","-","-","324","-","-","False","False","False"
"422","Saint John","Fundaze Weekly Foghorn","unknown","1","1","3","8","1966","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"423","Saint John","The Gazette","daily","6","1807","8","8","1893","18","68","9","30","1904","408","548","-","-","-","263","Gazette Publishing Company sold to Francis C. Cooper who suspended publication and replaced ""The Gazette"" with ""The St. John Evening Times"".","La Gazette Publishing Company a été vendue à Francis C. Cooper qui a interrompu la publication et remplacé ""The Gazette"" par ""The St. John Evening Times"".","False","False","False"
"424","Saint John","Gazette and New Brunswick Advertiser","unknown","7","0","0","4","1814","8","0","0","11","1815","506","-","-","-","-","262","This title appeared after ""The Royal Gazette and New Brunswick Advertiser"" lost the royal sanction.","Le nom est apparu après que ""The Royal Gazette and New Brunswick Advertiser"" ait perdu l'assentiment royal.","False","False","True"
"425","Saint John","Gem","weekly","1","1","31","5","1879","0","0","0","0","1886","-","-","-","-","-","264","-","-","False","False","True"
"426","Saint John","Glad Tidings","unknown","0","0","0","0","1887","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","True"
"427","Saint John","H.S.P.C. Jubilee Souvenir","unknown","1","1","21","6","1887","0","0","0","0","0","-","-","-","-","-","281","-","-","False","False","False"
"428","Saint John","Herald","weekly","1","1","31","10","1838","0","0","0","0","1841","-","519","-","-","-","268","-","-","False","False","True"
"429","Saint John","Herald","weekly","1","1","0","12","1876","3","0","0","0","1879","-","-","-","-","-","269","-","-","False","False","True"
"430","Saint John","The Herald of Truth","weekly","1","1","29","7","1843","0","0","0","0","0","-","-","-","-","-","0","PANB MC239","APNB MC239","False","False","False"
"431","Saint John","Hibernian Oracle or Ireland's Eye","weekly","0","0","0","0","1842","0","0","0","0","0","-","-","-","-","-","271","-","-","False","False","False"
"432","Saint John","Holiday Advertiser","unknown","0","1","0","11","1880","0","0","0","0","0","-","-","-","-","-","273","-","-","False","False","True"
"433","Saint John","Home Journal","weekly","0","0","0","2","1865","0","0","0","0","0","497","-","-","-","-","341","-","-","False","False","False"
"434","Saint John","Home Mission Journal","2/monthly","1","1","0","0","1899","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"435","Saint John","Humorist","weekly","1","1","13","10","1864","0","0","0","0","1865","-","-","-","-","-","275","-","-","False","False","True"
"436","Saint John","Intercolonial Journal of Commerce","weekly","1","1","30","8","1866","0","0","0","0","0","-","-","-","-","-","0","Circulated in Canada, Nova Scotia, New Brunswick, Prince Edward Island and the West Indies.","Distribué au Canada, en Nouvelle-Écosse, au Nouveau-Brunswick, à l'Île-du-Prince-Édouard et dans les Antilles.","False","False","False"
"437","Saint John","The Investigator","weekly","1","14","17","9","1858","0","0","0","7","1859","438","-","-","-","-","277","-","-","False","False","False"
"438","Saint John","The Investigator and Indiantown and Portland Advocate","weekly","1","1","11","6","1858","1","12","27","8","1858","-","437","-","-","-","0","-","-","False","False","True"
"439","Saint John","Irishman","weekly","0","0","0","0","1836","0","0","0","0","1838","-","-","-","-","-","278","-","-","False","False","True"
"440","Saint John","Le journal de la marine marchande des Maritimes/The Maritime Shipping Herald and Marine Engineering Journal","monthly","1","1","0","4","1974","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"441","Saint John","Kennebecasis Valley Times","weekly","0","0","11","4","1989","0","0","0","0","0","-","-","-","-","-","0","Published by: ""Saint John Times Globe"" as a Tuesday supplement.\nFilmed with ""Telegraph-Journal"".","Publié par le ""Saint John Times Globe"" comme supplément du mardi.\nMicrofilmé avec le ""Telegraph-Journal"".","False","False","False"
"442","Saint John","Kermess","daily","0","0","0","10","1886","0","0","0","0","0","-","-","-","-","-","283","Published daily during German Fair Week.","Publié quotidiennement durant la German Fair Week.","False","False","False"
"443","Saint John","Kings Highway","varies","1","1","0","0","1890","0","0","0","0","1893","-","680","-","-","-","452","-","-","False","False","True"
"444","Saint John","Lancaster Advertiser","unknown","1","1","1","1","1953","0","0","0","0","0","-","-","-","-","-","0","This was the only issue published to commemorate the inauguration of the city of Lancaster.\nPublished in Lancaster, New Brunswick, part of Saint John since 1967","Il s'agit de la seule édition publié pour commémorer l'inauguration de la ville de Lancaster.\nPublié à Lancaster (Nouveau-Brunswick), qui fait partie de Saint John depuis 1967.","False","False","False"
"445","Saint John","Lancet","weekly","0","0","0","8","1849","0","0","0","0","0","-","-","-","-","-","285","-","-","False","False","True"
"446","Saint John","Leader","varies","1","1","0","2","1857","0","0","0","0","1859","-","-","-","-","-","286","-","-","False","False","True"
"447","Saint John","The Liberal News","daily","1","1","24","10","1904","1","10","4","11","1904","-","-","-","-","-","287","-","-","False","False","True"
"448","Saint John","Liberal Notes","unknown","0","0","0","6","1882","0","0","19","6","1882","-","-","-","-","-","0","-","-","False","False","True"
"449","Saint John","Liberator and Irish Advocate","weekly","1","1","0","0","1843","0","0","0","0","1845","-","-","-","-","-","288","-","-","False","False","False"
"450","Saint John","Loyal Colonist and Tri-weekly Advertiser","3/weekly","1","1","17","5","1849","0","0","0","0","1849","-","-","-","-","-","290","-","-","False","False","False"
"451","Saint John","Loyalist","weekly","1","1","14","5","1842","1","52","4","5","1843","-","139","-","-","-","291","-","-","False","False","False"
"452","Saint John","Loyalist","weekly","1","1","26","9","1952","0","0","0","0","1955","-","-","-","-","-","292","-","-","False","False","False"
"453","Saint John","Loyalist and Conservative","weekly","1","26","9","7","1846","2","52","30","12","1847","138","454","-","-","-","291","-","-","False","False","False"
"454","Saint John","Loyalist and Protestant Vindicator","weekly","1","1","6","1","1848","1","25","29","6","1848","453","137","-","-","-","291","-","-","False","False","False"
"455","Saint John","Loyalist City Times","2/monthly","1","1","8","6","1979","1","8","14","9","1979","-","-","-","-","-","0","-","-","False","False","False"
"456","Saint John","Maritime Baptist","weekly","1","1","5","11","1905","22","39","30","9","1964","459,503","344","-","-","-","295","Place of publication changed from Saint John to Halifax in 1909 and later various other Nova Scotia locations before returning to Saint John as the ""Atlantic Baptist"".","De Saint John, le journal est passé à Halifax en 1909 et, plus tard, à d'autres localités de la Nouvelle-Écosse avant de revenir à Saint John sous le nom de ""Atlantic Baptist"".","False","False","False"
"457","Saint John","Maritime Broadcaster","weekly","1","1","29","11","1930","6","0","0","7","1936","-","384","-","-","-","0","-","-","False","False","False"
"458","Saint John","Maritime Sunday Herald","weekly","1","48","11","1","1987","0","0","22","3","1987","478","-","-","-","-","0","-","-","False","False","False"
"459","Saint John","Messenger and Visitor","weekly","1","1","7","1","1885","2","43","25","10","1905","364","-","503","456","-","301","-","-","False","False","False"
"460","Saint John","Methodist","weekly","1","1","0","0","1890","0","0","0","0","1892","-","-","-","-","-","302","-","-","False","False","True"
"461","Saint John","Morning Courier","3/weekly","1","1","0","8","1855","0","0","0","0","1856","-","-","-","-","-","310","A tri-weekly edition of ""The New Brunswick Courier"".","Édition trihebdomadaire du journal ""The New Brunswick Courier"".","False","False","False"
"462","Saint John","The Morning Freeman","weekly","0","0","0","0","1851","0","0","2","11","1878","-","-","595","559","-","259","Seems to be a tri weekly version publishing concurrently with ""Weekly Freeman"".","Semble être une version trihebdomadaire publiée simultanément au ""Weekly Freeman"".","False","False","False"
"463","Saint John","Morning Globe","3/weekly","1","1","0","6","1858","0","0","0","0","1859","-","-","-","-","354","256","After the ""Morning Globe""' was absorbed by the ""British Constitution"", at least part of its role seems to have been taken on by the ""Daily Evening Globe"".  All three titles may have been published by the same company.","Après que le ""Morning Globe"" ait été absorbé par le ""British Constitution"", au moins une partie de son rôle a été assumée par le ""Daily Evening Globe"". Les trois journaux pourraient avoir été publiés par la même entreprise.","False","False","True"
"464","Saint John","Morning Journal","3/weekly","1","1","1","5","1856","5","26","30","6","1869","-","-","555","547","-","280","-","-","False","False","False"
"465","Saint John","Morning News","3/weekly","2","1","3","4","1840","33","154","30","12","1868","380","551","-","-","-","325","-","-","False","False","False"
"466","Saint John","Morning News","weekly","0","0","0","0","1854","0","0","0","0","1874","599","529","-","-","-","0","-","-","False","False","True"
"467","Saint John","The Morning News and General Advertising Newspaper","3/weekly","4","151","10","4","1843","6","13","14","6","1844","553","465","-","-","-","325","-","-","False","False","False"
"468","Saint John","Morning News and New Brunswick Railway Advocate","3/weekly","14","117","4","10","1852","15","152","30","12","1853","465","465","-","-","-","0","-","-","False","False","False"
"469","Saint John","Morning Post","3/weekly","1","1","6","7","1863","0","0","0","0","1864","-","-","-","-","-","335","-","-","False","False","True"
"470","Saint John","Morning Telegraph","varies","1","1","0","9","1863","4","175","15","9","1866","-","555","-","-","-","383","-","-","False","False","False"
"471","Saint John","Morning Times","2/weekly","0","0","0","0","1853","0","0","0","0","1854","525","-","-","-","-","393","-","-","False","False","False"
"472","Saint John","Mount Pleasant Monthly News","varies","1","2","0","9","1936","0","0","0","0","0","360","473","-","-","-","0","monthly except July and August v 1,no 2,Sept, 1936","Mensuel sauf pour juillet et août dont l'édition est numérotée vol. 1, no 2 (septembre 1936).","False","False","False"
"473","Saint John","Mount Pleasant News","varies","1","3","0","10","1936","0","0","0","0","0","-","-","-","-","-","0","monthly except July and August v 1,no 3,Oct, 1936   ?","Mensuel sauf pour juillet et août dont l'édition est numérotée vol. 1, no 3 (octobre 1936).","False","False","False"
"474","Saint John","New Brunswick Chronicle","weekly","1","1","7","1","1804","0","34","25","8","1804","-","-","-","-","-","309","-","-","False","False","False"
"475","Saint John","New Brunswick Courier","weekly","1","1","2","5","1811","55","11","15","7","1865","-","-","-","-","-","310","""Morning Courier"" (#428), a tri-weekly edition, was also published.","Le ""Morning Courier"" (no 428), une édition trihebdomadaire, a aussi été publié.","False","False","False"
"476","Saint John","New Brunswick Literary Journal","weekly","1","1","1","2","1840","0","0","0","0","1841","-","-","-","-","-","315","-","-","False","False","False"
"477","Saint John","New Brunswick Religious and Literary Journal","weekly","1","1","1","24","1829","2","6","27","2","1830","-","-","-","-","-","0","-","-","False","False","False"
"478","Saint John","New Brunswick Sunday Herald","weekly","1","23","13","7","1986","1","47","4","1","1987","567","458","-","-","-","0","-","-","False","False","False"
"479","Saint John","The Telegraph-Journal","daily","0","0","7","11","1989","0","0","0","0","0","571","-","-","-","-","0","TV Guide Showtime not included on microfilm.","Le supplément TV Guide Showtime n'a pas été microfilmé.","False","False","False"
"480","Saint John","New Brunswick Times","weekly","0","0","0","0","1832","0","0","0","0","0","-","-","-","-","-","322","-","-","False","False","True"
"481","Saint John","The New Brunswicker","3/weekly","8","0","0","0","1849","0","0","0","4","1863","482","-","-","-","-","311","-","-","False","False","True"
"482","Saint John","The New Brunswicker: or Colonial and Foreign Gazetteer","2/weekly","1","1","15","7","1841","0","0","0","0","1849","-","481","-","-","-","311","See also ""Weekly New Brunswicker"".","Voir aussi ""Weekly New Brunswicker"".","False","False","False"
"483","Saint John","The New Dominion","weekly","12","9","2","2","1878","0","0","0","0","1879","484","-","-","-","-","0","-","-","False","False","False"
"484","Saint John","New Dominion and True Humorist","weekly","1","32","29","6","1867","12","8","26","1","1878","584","483","-","-","-","323","-","-","False","False","False"
"485","Saint John","The New Freeman","weekly","1","1","3","1","1903","0","0","0","0","0","421","-","-","-","-","324","-","-","False","False","False"
"486","Saint John","New Star","daily","1","1","14","3","1910","0","0","0","0","0","-","-","-","-","-","326","Published by former employees of the ""'Star"" after merger of ""Star"" and ""Evening Times"".","Publié par d'anciens employés du ""Star"" après la fusion du ""Star"" et du ""Evening Times"".","False","False","False"
"487","Saint John","New Week","weekly","1","1","9","3","1950","0","0","0","0","0","-","-","-","-","-","0","-","-","False","False","False"
"488","Saint John","The News","weekly","0","0","0","0","1906","0","0","0","0","1910","536","-","537","538","-","382","Microfilmed by: British Library. London 1907 Ma 17 1910 Mr 11\nSee also ""The Sun"".","Microfilmé par la British Library, à Londres, du 17 mars 1907 au 11 mars 1910. Voir aussi ""The Sun"".","False","False","True"
"489","Saint John","Nitellub","irregular","1","1","0","9","1970","3","4","0","10","1971","-","-","-","-","-","0","-","-","False","False","True"
"490","Saint John","The Observer and Literary Gazette","weekly","1","1","0","1","1856","0","48","13","12","1856","527","-","-","-","-","328","-","-","False","False","False"
